UID,growth_stage,label_quality
8xlJOmR2,2,2
5xLlKsaV,1,1
nSazQkFM,7,1
AsJTplKv,7,1
mIWDXV6h,1,1
ByDjLlPs,5,1
s1dMQO6h,7,1
ZtivYdbD,4,2
WOZrXl39,7,1
DU0h12n6,5,1
O9gN7DKP,1,1
bm4K3juf,3,2
F8IH9w1f,1,1
0wnUh4CJ,1,1
git8OyIu,1,1
pI6AZeyf,7,1
F3mDU9aG,1,1
4ZIQhOuP,2,1
OVkwFMIo,7,1
pUslwySb,1,1
txh0pjTV,2,1
GLwFYZXc,1,1
Z57Eu8XA,4,2
CjR9qwde,1,1
0NJ7lwpj,1,1
vmsFzouA,1,1
dPnftx0m,1,1
wHUNuMV1,2,2
6xHTLC3K,7,1
IjEySN9Q,4,2
ndYbH17y,1,1
WLSeBqUh,3,2
YycmkxQ2,1,1
ZWIrzKkP,2,2
6cXzhBUq,4,1
GbPkiT6a,4,2
sJbkyMd8,3,2
kqG20w6W,4,1
JDTd85SQ,7,1
dMHNCDF9,7,1
jqAHF5oc,7,1
nx56X7kg,7,1
9aVCNdeO,5,2
aJNdzXnO,1,1
AoxDtfHO,7,1
IXVdx5N2,4,1
qQ0OZDas,7,2
gKZQER9V,5,1
8elyILYM,7,2
i6S47Ovz,7,1
KoXip3Z6,6,1
PoszWAKQ,7,1
GplVgorJ,2,2
uOHGTMr0,5,1
fh25Ok1z,4,2
V4rRo8Ac,1,1
zCucOB7p,5,2
yI4oQ1eW,1,1
I1m5sgjY,2,1
mywQMbAq,5,1
GgElNDc0,1,1
NTJ546pq,4,2
xn7Zthwk,5,1
YnsvqW62,2,1
FK6Isgmf,1,1
d4K0XZik,1,1
oszw5Rh3,3,2
8lZ26euD,4,2
gVy8odX4,3,2
yuNMzGXI,5,2
2Pi7gQ5q,1,1
06u9GeJo,5,1
1TEBmfFZ,7,1
s874IJ1F,7,1
8fkSFpOn,7,2
Fnyvspxe,3,2
tZfxWRry,1,1
InjeBl83,2,1
TCfVZhXa,2,1
1cgs6W5a,5,1
nKIDH5sB,7,2
ArpJfF9o,1,1
2syxR5Ah,3,2
Xp4QSD65,4,1
TXZzhNpi,5,2
zGLveYT3,1,1
7a5GUBqs,4,2
IfS7wJ1Q,7,1
knJtgOdy,5,1
Wq7V9a1B,7,2
mSJ6jgrU,2,1
LmqP8ipJ,1,1
Gn7KadBf,5,1
y486vues,6,1
J3ENxvYk,5,1
NkRJTz4U,6,1
HzsZuXvV,2,1
ZvesgwEt,5,1
9zg3iknR,4,1
17m0CjZn,1,1
yOolQ4E1,5,1
OkM3JgLa,4,2
AtVNzhal,3,2
YTqe3kt2,4,1
UB6SP3ND,1,1
GLHD7WiS,4,2
8BcfTb2X,7,1
pGQrhRsM,2,1
sdkcxzEL,3,2
VhqMP0zf,1,1
cMsSaorl,3,2
nJZz7MBR,7,1
SWVPTnik,4,2
IpDPSZvf,1,1
4eo1O26z,1,1
dI1pLh48,1,1
FWDmui30,2,1
68gELXmY,1,1
7APJOzxn,4,2
ClnHg9XU,1,1
19V5CEJS,2,1
DIJEGfgy,7,1
uG5ar36W,7,2
6ytlYRm3,1,1
V8YPgZAe,2,2
TEr1RcnV,1,1
XmhGZvCt,7,1
VR3p1hEz,7,1
5W9PHxdQ,7,1
uNb9Jjs2,1,1
ErtQSuoy,7,1
DbY8wlfB,1,1
QymaLPtW,4,1
U1AC5DlF,3,2
VBXhdtSY,2,1
dwCpaOIQ,2,2
s9bo1YgF,4,1
sIgWMcaA,3,2
jzf9JwgH,2,1
lRchqNTF,1,1
aWcQCoGb,7,1
lzrc2e7R,4,2
Ihlei0ms,7,1
HiaGFkLm,4,2
LXf3Atjc,5,2
zgkL2oWE,3,2
RWugDhVB,5,1
ceIw4qUN,4,2
Yixn5mFl,2,1
UzdQ5N2W,1,1
03suVk46,2,1
pW3EufwJ,1,1
NgRTcxGC,6,1
V2dAECi7,7,1
RiBuv5MU,2,2
bivlnpzS,1,1
FaoKAUuv,7,1
vpZmQK2c,6,1
kRE7zTt4,2,1
VT4CZaUc,4,1
wxsyKRGD,1,1
smOP3GkL,7,1
DiX3wgPG,1,1
qxmVuiZg,4,1
LjV4cyW8,1,1
Vy6H0s7k,7,2
SLwdnbxo,6,1
IRkNnEug,1,1
SuXfKe5V,3,2
ESgv9RaZ,1,1
EkMF0Bgm,1,1
sgIS8lYO,1,1
sWypjP8E,4,1
7KY6vRuN,2,1
ePaFQvCJ,7,1
CqoMAluQ,2,1
lm36aPdn,1,1
zmd5EaQf,1,1
5iFa3YKd,5,1
NYJV0Imo,7,1
stw3VxD2,1,1
DGKEbApm,1,1
a1eV2FXr,4,2
LslUdrba,1,1
aQDZ80fK,4,2
qTufCFIB,5,1
5Aek6tjX,7,1
toTwL3Q7,7,1
nvlraGL2,7,1
KbH2Z84a,5,1
3aGXrHKT,1,1
NMQabBEn,5,2
vjFc74YV,7,1
DwvG1Zsb,5,2
16mNLIVC,1,1
Ho8LlaEp,4,1
GJupISZW,1,1
nR4pt5e8,7,1
YXulQbTv,6,1
QfirVyNj,7,1
3JsMgnzW,2,1
0CWe72No,5,1
5ICZsPVJ,1,1
LUx0HEwT,7,1
fFCln2JV,1,1
hSa2ejMi,6,1
goZQGAzp,2,2
0nWVuHJx,6,1
UyhcSiOD,2,2
Czjl2qDS,1,1
Tbcs6gUM,7,1
PpJKCFTh,1,1
4MqAYgb3,4,1
CSyj53IE,3,2
9XZH0k1W,1,1
SyIobpND,1,1
gh21cFLU,2,1
oBblQqz5,1,1
SpAEabXF,2,1
zXgOd8bN,7,1
QUhmqJWi,5,2
awLGk1J6,1,1
0SftzL5p,2,2
uVElMi7U,2,1
Ub5NgIdT,1,1
4oCZuAib,3,2
FbLgqZh8,7,1
7KvWjFEl,4,1
r1FQY2te,6,1
O4MxPYD1,7,1
LN4Fshf7,1,1
YRkQ0h2x,5,1
MuabHnkN,2,1
JPMuYxh6,5,2
GAWg1zuQ,4,1
GVTZbzwp,7,1
bxlhJUgX,2,1
rs5H4qLQ,1,1
F4zUPrdY,7,1
tdV17l9v,5,2
42EILwWP,7,1
9yBMIqGj,7,1
FpETkter,5,1
a6Elv3Qq,5,1
UaZcOlsy,2,1
CBTHsSFi,7,1
W1l7aN5p,1,1
icD4JH2t,1,1
5XlQjwrf,1,1
PkanLoiT,1,1
rID1wifn,4,2
5HY0qFXK,1,1
JkDzMwAl,4,2
rbxl04g1,2,2
zjftKdHr,2,2
N4ME8q5F,2,1
DIPumVNJ,5,1
BotlEvcF,3,2
hekAFaOt,7,2
lewUt0aY,7,2
Qg7nHZDo,4,2
ZvHn6MuN,7,2
vL29X8wm,2,2
FnqwjHPh,1,1
fAxrzhHp,1,1
IToyORFL,3,2
DIb3eOsq,4,2
9teMyrsJ,7,1
QCXzD87j,1,1
3jUVGZvf,1,1
aiz64hQC,7,1
sRauzKfV,1,1
lUqxfVuR,7,1
gMfnLoah,1,1
XkBiIbfQ,1,1
TSe7EOzb,3,2
HZNdoYQJ,1,1
cWhPlp5d,1,1
xrszgaYA,3,2
sfnXUr5i,4,1
z8wkZX2o,6,1
z51W2xJu,7,2
1T65Ertk,4,1
L0h2U5rW,2,2
09YsAGWz,7,2
ma57Ivtk,6,1
evETWhs1,5,1
xLtTQI2o,2,2
98mPjpwV,1,1
aGc6lvCd,4,1
hUSdeTBc,1,1
4vFs2yHE,7,1
6zbUVaoM,4,2
Pgp4XhHD,4,2
EsetKQl0,7,1
Ij6enfzZ,1,1
I2aStDbn,1,1
D5Wl1pjk,1,1
LilWkuGe,7,1
uHhqKB9G,7,1
qeYBsoGj,1,1
zCijDywV,6,1
egUHvaKy,2,1
29qrtbuQ,2,1
PyYmtH0U,2,2
ABLop4Mw,4,2
ahX3ei1V,1,1
1Kfra8mh,7,1
EHzDy4s0,1,1
feCy6aZs,2,2
qXjlrkxd,1,1
kRIe49hS,1,1
yuwazEU7,7,1
wAFhCudP,2,2
svCagDA7,2,2
YtvndiVI,2,1
NeGRHK8j,7,1
ufOWDEvx,7,1
l8yaQOJF,7,1
6qxQNPl5,1,1
Bcn26sA8,1,1
vNnoDhAE,2,1
RhcMzSVt,7,1
LPog9wvJ,7,1
iFAdOSZQ,2,1
wUnITYJC,5,1
Pvq6J8jX,7,1
zFWlfKn8,4,1
3LwUMX79,1,1
klBTy0Yc,7,2
dm7lkAxF,7,1
1S82ftuj,1,1
SgtYrK1L,4,2
PDkJFKem,7,1
s5FEAtkq,1,1
JOa4jnGE,5,2
KnMTW94N,1,1
XlVRp1Z9,1,1
WiwLvGKI,4,2
5vKat0dS,5,2
rTHV0aWY,7,2
alPs3Zpz,3,2
40xaMJE2,7,1
KdIel5gM,2,1
v1LfqCB5,4,2
6UmikYGJ,1,1
h6vxVGUw,3,2
QxM4RWtr,1,1
eDmgc3Jj,2,2
20eXni3I,2,1
zXcNVqEr,7,1
OfVJCsDY,1,1
5iDWIlRT,1,1
slp3FJSo,1,1
gXhT351Y,4,2
mkVIb436,6,1
Uc0SEOjD,2,1
qO3L5GEk,1,1
v3RJKkSW,4,2
JNZikDle,1,1
gKa4HG52,1,1
N0qCYBu1,4,2
QyNfAbLY,2,1
Od64kvcY,4,2
O7Uh4XNe,1,1
6WKjTV0d,3,2
ylI9jktC,1,1
QxrTb27H,2,1
2IJO0us6,5,2
kBOjKTJN,7,1
LbtrU1cQ,4,1
QYPa4A59,4,1
AZ5lUW2c,4,2
5RCudAIt,4,1
esXGLdH7,4,2
VJ5CXjPQ,1,1
bcsRkTji,6,1
7ARUzDnm,2,1
YWDCwVEx,4,2
CGUgwr1W,1,1
6TaX8id2,2,1
BHD0Y37k,3,2
TRS5r7QN,2,1
U6gufc0B,2,1
UcbnkjiG,5,1
0XKNBDG9,1,1
9kL05NEh,7,1
KZpRTjL1,2,1
DzMvVxjk,7,1
0Uv5Ez9c,3,2
VjixrTZs,2,1
gBcUvlAJ,5,1
JURu4NK1,2,1
EkvOtwJR,1,1
wE7iHj9a,1,1
0jQFViDH,3,2
4lX9FVOo,1,1
nOVZcbLs,7,1
J6RTMmGA,1,1
igKHv5Eq,7,1
a1tfcBhU,7,2
qPzEJ2Ox,1,1
aZOMAEJ9,4,2
Nh6QEWG8,4,1
PZcUHRw9,2,1
ar2dMRCV,1,1
UkJ7izTW,7,1
6yNrCh17,3,2
TJCI3Eax,5,1
QiOeUMqZ,4,1
DHLk2OvT,2,1
8pZDVYuX,7,1
IFwROWrz,3,2
TeRhSy8g,1,1
Q46Cy8Jf,7,1
lkegEoJv,4,2
raf3Fqbh,2,1
ZeasInm5,3,2
gyQa6JLj,7,1
MnamvUrI,5,1
yL5QY6AG,5,1
iKRPGEdN,6,1
JtsMPAY9,1,1
LHNyw8Ok,2,1
1gLUpxCF,1,1
ptYi1ZTm,5,1
f8MUSjAT,2,2
ai5VwTd4,7,1
PsJdRZAM,4,2
GMPReWB2,4,2
tZryw1jI,7,2
iESL945k,4,2
CQ1PqhEt,3,2
lPi24RLQ,1,1
vJSDgMeG,2,1
nubfMOLa,7,2
UZzntOiB,4,2
a0hnEPU8,7,1
B42IY3pe,2,1
DISoZvjJ,4,2
ne1S3GiQ,4,2
AHhGmiuN,4,2
KzpIl0a1,7,1
vO4K9dkR,1,1
g75pvusG,6,1
1ayQl7dE,7,1
VyRTMYeW,7,1
QySndWev,4,2
NYWlTDSM,1,1
H6OF92PW,7,1
rA2YZS6q,4,1
UYuXnS5o,6,1
HiM8pWKe,2,1
Qe14Xs7C,4,2
3uMcfhvm,2,1
JpykHrVo,7,1
7L8UAYv2,7,1
pPWe4X9S,2,1
ktudYgOb,3,2
CPxE7TrM,1,1
dvRarXHk,5,1
YgqojkfG,5,1
26xNDoM0,7,1
y7J0dkQD,1,1
b5Q4eGkC,1,1
Uvapcftm,1,1
6gXGh0uj,7,1
HTfZAWxB,7,2
GmxavNTK,1,1
qUITrFhe,2,1
GrCyhKkJ,1,1
opmTzkqg,4,2
i3dEGmDp,3,2
D7ZvtCSg,3,2
GUKhkaS3,1,1
3kxd1YWw,6,1
Ve6a703z,1,1
A8Jw7ILa,7,1
Ve7qWbru,1,1
YmakZ10w,4,1
xR5FDlC2,1,1
xetqnv6f,2,1
yS6aem9Y,1,1
gc1rXdqS,4,1
kuZFnXlQ,1,1
7WcbxoNw,4,2
e4VQ3E0I,4,1
jUFhq5eH,4,2
OWMKjq7P,7,1
2RAfiBj5,7,1
PX3sRrqv,6,1
frVh1eYz,7,1
bHYRDpwL,5,1
PvLlShmM,1,1
RYv8Kz7o,1,1
Dt5PXo0T,5,2
kS1ofUn3,4,1
463YMAWf,1,1
clvHQz5Z,4,2
tbVicnez,6,1
5TVwaonC,7,2
xSHVUmPc,7,1
vV2hWA3e,6,1
M2EkB5xV,1,1
BgTK0JOW,4,1
9iEtnx0z,1,1
USGW8y1Q,7,2
y7Cg1vFx,7,1
RGVsT3f8,1,1
nLcRt1ja,7,1
cj38YiTX,4,2
lxMJoC5q,2,2
nxzMhSBl,1,1
m9AJpOKX,7,1
najILgw9,7,1
qCS4ThDY,1,1
kviSRKNX,7,1
nsH1q09Y,1,1
nV24Hmih,1,1
5JZBGDtd,4,2
GbOH6wcA,7,1
eAZocN9G,1,1
6EZJIAT3,7,1
L9XbRTkl,1,1
hzN8wm4J,7,1
tDlUBa5o,1,1
gihj0asQ,2,2
vnByZIug,4,2
dRYaLOe4,5,1
0udGeB8M,2,2
w9Lt3WUr,7,1
xPJwKnlR,1,1
RYMHoqgA,4,2
POB4Sg85,5,1
4scJne2w,1,1
Xl2ItHkg,7,1
tjRFINP1,5,2
kvzQlqJf,1,1
RIpHiqWl,2,1
eYx9VAKM,6,1
10jA4ktX,7,2
MmHLY2S9,1,1
qfHOn93R,4,2
wvhUYFCQ,4,2
BfR1In7P,1,1
4S78w2YA,3,2
6TndhgJf,5,1
AQ93v4rY,2,1
aiJt2CQR,1,1
0TJrAd8N,4,1
4ETRIpBu,1,1
VUZMXzrP,1,1
EpUQmnKg,1,1
pMBNvWni,1,1
rfpWUGJn,1,1
2tGfMauC,4,2
y9We2mrQ,7,1
mkyp4H7K,1,1
2Jf3kaFE,7,1
hf8BHX04,1,1
s9HR7tWm,6,1
H5LxUoCA,5,2
FqtgefG7,1,1
GHyMNCEF,1,1
bAuckzmU,2,2
l9dNATRb,4,2
4vcsMCOE,2,1
YBWsRqkc,6,1
2HINe7QU,1,1
r7TtEi9o,5,2
gJlWFtDP,1,1
FkyBScqG,1,1
ylL635jM,7,1
zyJgXt0Q,7,2
A1Xm0gRc,5,2
gpRH8lwk,1,1
ahBGmMAk,6,1
c26lONky,1,1
pKJRloDH,2,1
aUgHXT0d,6,1
HJRVQLOU,1,1
xUhQF7oA,4,1
AcQWgvEq,2,2
tCLBKSOz,1,1
gh30YODr,1,1
PbzsNBfo,5,1
HUckm38K,6,1
ta6WpBql,7,1
KSw7UXHa,1,1
qu3v7wyC,4,1
iKomdOC7,1,1
1rMRo8xn,7,1
xeqwcJNK,3,2
WGPeNEbw,3,2
XTZpMxuE,4,2
CkHm7BOV,2,1
xpron83C,5,1
xFSwY8N9,7,1
IJc9rxPt,7,1
fe5OznNW,1,1
2w13BuZF,7,1
W10qCP2J,1,1
ZViQqPlh,1,1
EW4uzlhO,4,1
mwEDHGVg,1,1
V7Mlr4ib,4,1
jX89zD6v,7,1
mzwluvZd,4,2
I8WSe7NU,1,1
ghN98zFk,4,1
is7g8J9t,1,1
61lspEZT,2,1
uCGm3PHf,5,1
cT7gayMi,7,1
FqXgMubG,5,2
nfVuZtYd,1,1
WcDx5SBf,2,1
7uwe8dYW,7,1
4XiV8yDe,1,1
wL9qkGYc,7,1
qTf2yM4x,1,1
kOoWZTN9,2,1
xFVfaXQn,1,1
j6Sd5CKA,5,2
U3zqQx2l,7,1
JTfEqnFZ,4,2
H2yszBIg,2,2
ENYwyVBm,4,2
HTuIg4Pc,2,1
Exfhj1gA,6,1
f3aXpZIL,3,2
ozXlW8kQ,7,2
W0DzlvF5,1,1
oV3S6iAC,7,1
AfwIeJNt,4,2
C1bsc4Xa,5,1
MinXTk63,1,1
k4V3YHgy,1,1
ZaQ7OnCV,3,2
28Nq4lL7,7,1
zPnBfjyC,2,2
iEOvohfK,5,1
gAm9ifL2,4,1
9wT1lLsi,1,1
TdGFNDrv,7,1
fkEv1dxO,1,1
svBCen1R,5,2
2GznoIBx,1,1
nqfyjUY1,1,1
zSN3KTsV,4,2
QKpecJBO,4,2
bKjwZCGh,5,1
ZTafUiKL,1,1
PX2aWHGL,1,1
Y1osSnEK,4,2
XGctMFy4,7,1
G0NlRogV,3,2
C4B80LTt,4,2
dC4vyNgP,1,1
fjdKRb8G,1,1
ZGFc4PhI,1,1
FbwNpXtG,2,1
AlCD75cq,1,1
TvbDcsfI,1,1
Wi2Cs9aV,5,1
sSp4ikxd,1,1
Kn78ztLR,4,2
mwNUBJu6,1,1
zDY3gPdO,1,1
zPMWuL2I,2,1
B5g0mCwc,1,1
XCcMiBsI,4,1
A825vBOa,1,1
skMijl2y,1,1
VFpTCzrA,4,1
5pOBS2Lq,2,2
OveZz1cP,3,2
HnZesVoc,5,2
L5mAJ7uU,7,1
CxbNfm6F,1,1
OW2pNtGn,6,1
zZv0EJ2x,4,2
TWEQNz0k,1,1
low7Qu1J,2,2
YawN5Rjh,4,2
eyaFpDIQ,7,1
2OXou1L4,7,1
ofSLCRme,1,1
aHCkYD7T,7,2
CKa78kAy,1,1
oVxdH2Q5,4,2
4hTu9BXd,1,1
esM7JbOg,5,1
M7Qnboy0,1,1
zCIFcX78,7,1
8hy1mxTO,1,1
l2rVxXf3,5,2
jC35xTbp,4,2
d2I45ZFA,1,1
jD63VCLy,7,1
AuXyEU28,1,1
Gtid25HP,7,1
2WnpLiUt,7,2
H4RBTnUr,4,2
EwQJ9Vpy,7,1
fwMgtKTZ,2,2
uS81Ahtk,6,1
5anjwioB,2,1
kLzvAodM,7,1
sR1BALGK,4,2
WTny6gaG,4,2
cJhdPRgL,4,2
eXsuBGWK,1,1
MZrWN705,2,1
8Ub1uMKN,1,1
8zJ5fUkS,4,1
g6jKwrmT,1,1
9wFZRftE,2,2
6tjw2TVg,4,2
bemHlDMC,5,1
wzXAsVlL,1,1
vCjONqVa,7,1
yuKpT84S,4,2
0jq9h7N5,4,2
xvctOj4h,4,2
68UFNywB,6,1
nHTfRibO,2,1
Bp8UWm7Q,5,1
OgjycB4x,7,1
Ddf1X0wu,1,1
Wacxio2s,1,1
emhS35qz,7,1
vFACBKRt,4,2
GSHztJUy,4,2
OmVIKrUP,1,1
qVsDeORp,2,1
PtA5VUmT,6,1
i8j30PCK,4,1
pLVgNJW4,7,1
eYn1a68o,7,2
zqBYo84C,4,1
2zTXPb1E,7,1
pAOxaeQz,2,1
GKN2DLpl,4,2
SXq1grIi,3,2
YXgHyUoA,1,1
si4Zr9wb,7,1
X5ewWgDi,1,1
aPjGiqT2,4,1
l6XaAEzU,1,1
OpZMxuGk,7,1
WiYgM5zw,1,1
gJWLYhQ0,6,1
tGHYnvhm,7,1
tGg7CEKM,1,1
NsMDOZxp,4,2
zRs6jK5f,1,1
hud3jfBn,4,2
OH4rVWPm,3,2
Y7d1f3mO,3,2
XU40OFtW,7,1
8kboX5t1,4,2
9VFUcwqR,4,1
6Eon0N9u,4,2
kyRKu0jf,5,1
zQG2mjID,1,1
TqG1fHnd,5,1
9fHkhmM5,3,2
ZKzdolf7,6,1
y6mPc9rz,1,1
cyFUsrwe,1,1
yN7d5oYh,1,1
DFIMuzc6,7,1
GPWTZwMO,1,1
ASfby6JL,7,2
4r2W0XsM,1,1
MaTjGWS3,7,2
4UTfBZtk,7,1
KYcm5LfW,4,1
vzbnAmVw,5,2
jfnhWSe3,7,1
oLBXG5wj,1,1
fzCuALFk,7,2
Eexuhcov,1,1
Ay51N7Mk,1,1
QGN5ULYu,2,1
seL0gNvh,7,1
ZeXDz9It,1,1
rwEzsknW,2,2
puT0dqK5,4,1
IB8qeXGF,2,1
qnQd9Ggj,7,1
3DMzuIoF,7,2
2xk6PMCa,1,1
fJ021jvT,7,1
yNabm7xJ,5,2
EfL93sYC,2,1
QpxFacLR,6,1
lg0hNnD2,1,1
Rw4DABFH,7,1
x4U0pWoh,3,2
pcXri5G6,3,2
f6uY0iy2,2,2
tk2JpdcI,1,1
bYec7aRf,7,1
SV5PHmGI,1,1
kyMAYP9f,2,1
d8P4MqBC,7,1
HloZqrYt,4,1
BfFyVp3T,5,1
CH47Qc10,1,1
EGVMeRrC,5,1
Q0IsiuVp,1,1
fpmGOAxb,2,1
XceGxZ8D,7,1
AdOLKeiV,7,1
sg4TGOtU,1,1
q40u1RFz,2,2
DMG3hqRj,7,1
qiBWybEx,1,1
er2jphKR,2,1
b7p1SqiQ,2,2
ElVYUORN,4,1
sy1fZOTM,4,2
hT25fdit,2,2
QWCukSj9,7,1
8cmotEPX,4,1
eGbod9OP,7,1
xWFcrJI8,7,1
eW6CL9EY,1,1
lkwLg1IX,1,1
1M2IPGxA,7,1
VBPxiNom,4,1
MoVk3X6q,1,1
kXo0dfQG,6,1
9oqgi6G2,2,1
KCwbHd0g,1,1
l0r735CS,1,1
d2vJNthe,7,1
EZpJisT7,1,1
OYwXF1Up,3,2
ueAnx0qJ,5,2
0YL71cR3,5,2
5NXjiFaC,6,1
pW7QPkt8,7,1
tKqx0QXS,4,2
swHIDJ5z,1,1
yxamZlJi,5,1
QWljiNhb,1,1
V3DPScMK,7,1
4w13RtVU,2,2
yq9U1O7o,4,2
evIHFgE1,7,2
WhZeEIOo,7,1
OFRpZSn2,7,1
3xVCyef1,6,1
5uXvDJ61,2,1
PmORwKD6,2,1
4Qv7K8eH,1,1
fUYovrcq,7,1
j5gCLYRi,4,2
fuDcUVtN,5,1
lxqQNDmH,2,2
Bj6axvIK,1,1
HVMJy3wz,1,1
yeKMVYsS,4,2
eNjWQm34,4,2
36gahOWz,7,1
7eVFSmzp,5,1
Jh6WbGCx,4,2
67OBixyk,4,2
gILa7s6l,7,1
NlrTRQOe,7,1
7EKcNHMP,1,1
jE45buqc,7,1
7su8kSNn,1,1
nxLMEzyT,1,1
VN4xHgfb,4,1
tlaWcgD3,5,2
48JWqhN1,4,2
OhPbME7L,5,1
lhzdrbI6,3,2
dISKmke9,7,1
cz2Rlvom,1,1
maPowByk,7,1
xt5P8WRO,7,2
CpFTzQk5,1,1
Na78FjS3,4,1
xMSluYOc,1,1
BYKvL4nG,1,1
UX4p9eRx,4,1
Pt4U2dcr,7,2
Nu3PDbg0,1,1
3SNc9rWU,2,1
ZiftyKN3,7,1
ak9le7NF,1,1
OkuWDreb,1,1
DpRShZ8u,7,1
4cl0nKI2,5,1
Hr0qNgu7,2,1
MJwTXxf6,7,1
RaGyFWtv,1,1
6aBGZTPl,1,1
Wzg8DewF,4,1
r4PJy5xH,7,1
sC1JQTpG,7,1
nN6BFHeO,4,2
bnpOFdIT,7,1
kJnhdZt0,4,1
Iyg71Pai,7,1
RB0K2lW7,7,1
BvmZP1l6,7,2
RC1izkTP,7,1
JiZOKjNn,1,1
wiQdj2tX,7,2
g4YfnW5T,4,1
JSltT8n5,3,2
6BfqyUeR,7,1
VQKOqYcm,5,1
9xA7sVlX,2,1
GaRh2nV6,7,1
TZUnV0sF,1,1
GiTKvhFL,1,1
OeiNJVqm,7,1
BgxCA6eH,1,1
vUS7mLEK,1,1
SMsdJjh2,7,1
TnSkFCND,7,2
eOCGyaLk,7,1
pXrF1Hfl,1,1
51FOYLN4,1,1
1hudNjGH,1,1
aOwd7gTJ,7,1
iLRDQz38,2,1
idWzFBEM,7,1
3X9hJ4M0,1,1
jsxhBNmG,1,1
ca68UIGF,7,1
cfPX2mYx,1,1
HhArOfdF,5,2
4By86Tsd,1,1
pv9EeJhm,1,1
BiRGv4SK,1,1
mr6DjfU4,7,1
08hgOyKU,5,1
kqwRscNX,7,2
lhtepIM3,7,1
lLZEc8wX,4,1
dTwDivqB,5,1
HsqAEBTn,7,1
VzUyXhAs,5,2
ogQ54DGJ,3,2
Ceh04pBW,5,2
Y2GTmHhX,1,1
jk5UpShw,1,1
uOmSy6f5,1,1
Aqebi3XH,5,1
PdFZ12RI,4,2
MkTo6gXh,6,1
ycGAf3zl,7,2
WAa0oIhw,1,1
uNxThqdU,5,1
lwVbZgop,3,2
1MWjihRt,7,1
AMn5Oy2a,7,2
Ig5AU30B,4,1
JU2Qz5bk,2,1
THWEobgJ,7,1
H2FvB0dT,1,1
TMyDSI46,2,1
v2wlVYoU,1,1
uWxCRLNr,7,1
TiGbwnR2,3,2
4AOpqYgl,7,1
s0Nfhiot,2,1
OSjW2Fvx,4,1
IKvJrt6x,7,1
CART3HfU,6,1
HAd1PkSe,1,1
ZNBwO5Ac,4,1
LvKUCTEV,7,1
Lfi4V2Xr,7,1
Dahezrdm,7,1
i0E6AaYz,1,1
OIvX3zHo,7,1
W4dkei89,6,1
u6KTHWkp,4,2
WTk27Abh,4,2
m5wfDEo8,1,1
L13OaE7X,7,1
Ld6JrPfV,3,2
Dei6GqfL,1,1
m7q21UBt,4,2
QDxK85MI,5,1
Oix6IJd1,1,1
lcEgGOqb,4,1
yJbYzSmV,7,1
XAdRJtp9,7,1
kOTHRf8v,7,2
7mCLspvz,5,1
QxmwV2ig,4,2
stYPfSyA,1,1
feMYNFdp,7,1
IKuOyEFR,7,1
vXTxSnIa,4,2
c0qkgx48,7,2
wUu4WNcV,7,1
7a4YdmrJ,7,1
8EIkPsgK,7,1
7PAmMYco,1,1
eSfHTgy1,2,1
d5hlNGtV,4,2
DOryWdmt,4,2
26zDSPiX,1,1
pW59g2VE,7,1
FKd27yvr,4,2
do8LtEOw,3,2
2Y1RiHvF,6,1
e7y5v3D6,4,2
PvnXC3wb,7,1
nZzrNKp9,2,1
tplaF6Tb,3,2
7pF2Bc9O,1,1
bsY9NGFA,1,1
TsOXr32U,1,1
bcsBVelw,1,1
aoR6rseC,7,1
0IknQ8Fj,1,1
PTMg6psE,1,1
YfdACDPg,5,2
NJumQRiP,7,1
rGDJ1MHN,3,2
vpx8K9D0,1,1
GwrOvct7,2,1
EeIwLQjM,2,1
r2MKD65l,1,1
sKlBEy1n,4,1
neFR6VN1,1,1
1fTEChyW,7,1
R3wFYSc4,7,1
0lhi4ZXs,3,2
ex4Jgb8c,1,1
ZkcKsVMI,1,1
xj0A9yZL,4,2
D7QznNAM,4,1
ote4WhE5,1,1
7OUV4Kwu,2,2
QgUyR1NZ,7,1
Vv2xRqfj,4,2
8fgM5Aso,2,1
FbYnQyMf,7,1
FLueJU5s,5,2
ZPWwfeAD,7,1
f0vt1jV4,2,2
TjsMYbLB,2,2
1HcjPZ5S,4,2
qC7GPo0R,4,1
jm3hi48V,5,1
cC9A4EGJ,2,2
kTFQnDRY,1,1
bhPyxlvq,1,1
sR2iaSVG,2,2
NjCWba4V,7,1
iYPvMZw1,4,1
nipCM2Fq,2,2
OTILJQom,5,1
Eg3deYVs,4,1
JNgGpi0x,2,1
TPAHVeEk,2,1
m15TtPKv,7,1
B1gy0tYV,4,1
Ug2IPmOv,2,1
atpD4gjC,7,2
SVAPsg3K,7,1
2WvSc37l,3,2
Cbz9Nmhp,7,1
7wTkMWDH,5,2
VaoKgfmu,1,1
lmQ1qZz4,1,1
iA3brtTo,2,1
ZKEuH7g9,1,1
61wo0XyD,3,2
iCkAUeEH,7,1
7WuUl846,4,1
x28P6wq5,1,1
P6uX7RFs,1,1
wJUXxjEK,1,1
LNolX9he,1,1
NAde6yZs,4,1
iGPY9FeS,7,1
hTm4n9ZP,4,1
FxVgrnta,4,2
ROh3Vzc4,6,1
64fxKmaR,5,1
ZOaVW9Hm,1,1
WIebK0L2,4,2
hMOJbL2p,2,1
7cPt3BDL,2,1
